quantile,geo,TIME_PERIOD,OBS_VALUE
Ninety-fifth percentile,European Union - 27 countries (from 2020),2017,2.0
Ninety-fifth percentile,European Union - 27 countries (from 2020),2018,2.0
Ninety-fifth percentile,European Union - 27 countries (from 2020),2019,2.0
Ninety-fifth percentile,European Union - 27 countries (from 2020),2020,2.0
Ninety-fifth percentile,European Union - 27 countries (from 2020),2021,2.0
Ninety-fifth percentile,European Union - 28 countries (2013-2020),2010,2.0
Ninety-fifth percentile,European Union - 28 countries (2013-2020),2011,2.0
Ninety-fifth percentile,European Union - 28 countries (2013-2020),2012,2.0
Ninety-fifth percentile,European Union - 28 countries (2013-2020),2013,2.0
Ninety-fifth percentile,European Union - 28 countries (2013-2020),2014,2.0
Ninety-fifth percentile,European Union - 28 countries (2013-2020),2015,2.0
Ninety-fifth percentile,European Union - 28 countries (2013-2020),2016,2.0
Ninety-fifth percentile,European Union - 28 countries (2013-2020),2017,2.0
Ninety-fifth percentile,European Union - 28 countries (2013-2020),2018,2.0
Ninety-fifth percentile,European Union - 28 countries (2013-2020),2019,2.0
Ninety-fifth percentile,Finland,2004,1.8
Ninety-fifth percentile,Finland,2005,1.8
Ninety-fifth percentile,Finland,2006,1.8
Ninety-fifth percentile,Finland,2007,1.8
Ninety-fifth percentile,Finland,2008,1.8
Ninety-fifth percentile,Finland,2009,1.8
Ninety-fifth percentile,Finland,2010,1.8
Ninety-fifth percentile,Finland,2011,1.8
Ninety-fifth percentile,Finland,2012,1.8
Ninety-fifth percentile,Finland,2013,1.8
Ninety-fifth percentile,Finland,2014,1.8
Ninety-fifth percentile,Finland,2015,1.8
Ninety-fifth percentile,Finland,2016,1.8
Ninety-fifth percentile,Finland,2017,1.8
Ninety-fifth percentile,Finland,2018,1.9
Ninety-fifth percentile,Finland,2019,1.8
Ninety-fifth percentile,Finland,2020,1.8
Ninety-fifth percentile,Finland,2021,1.8
Ninety-fifth percentile,France,2004,1.9
Ninety-fifth percentile,France,2005,1.9
Ninety-fifth percentile,France,2006,1.9
Ninety-fifth percentile,France,2007,1.9
Ninety-fifth percentile,France,2008,2.0
Ninety-fifth percentile,France,2009,1.9
Ninety-fifth percentile,France,2010,2.0
Ninety-fifth percentile,France,2011,2.0
Ninety-fifth percentile,France,2012,2.0
Ninety-fifth percentile,France,2013,2.0
Ninety-fifth percentile,France,2014,2.0
Ninety-fifth percentile,France,2015,2.0
Ninety-fifth percentile,France,2016,1.9
Ninety-fifth percentile,France,2017,2.0
Ninety-fifth percentile,France,2018,1.9
Ninety-fifth percentile,France,2019,1.9
Ninety-fifth percentile,France,2020,1.9
Ninety-fifth percentile,France,2021,1.9
Ninety-fifth percentile,Croatia,2010,2.1
Ninety-fifth percentile,Croatia,2011,2.1
Ninety-fifth percentile,Croatia,2012,2.1
Ninety-fifth percentile,Croatia,2013,2.1
Ninety-fifth percentile,Croatia,2014,2.0
Ninety-fifth percentile,Croatia,2015,1.9
Ninety-fifth percentile,Croatia,2016,2.0
Ninety-fifth percentile,Croatia,2017,1.9
Ninety-fifth percentile,Croatia,2018,2.0
Ninety-fifth percentile,Croatia,2019,1.9
Ninety-fifth percentile,Croatia,2020,1.9
Ninety-fifth percentile,Croatia,2021,2.0
Ninety-fifth percentile,Hungary,2005,1.9
Ninety-fifth percentile,Hungary,2006,2.0
Ninety-fifth percentile,Hungary,2007,1.8
Ninety-fifth percentile,Hungary,2008,1.8
Ninety-fifth percentile,Hungary,2009,1.8
Ninety-fifth percentile,Hungary,2010,1.8
Ninety-fifth percentile,Hungary,2011,1.9
Ninety-fifth percentile,Hungary,2012,1.9
Ninety-fifth percentile,Hungary,2013,1.9
Ninety-fifth percentile,Hungary,2014,2.0
Ninety-fifth percentile,Hungary,2015,1.9
Ninety-fifth percentile,Hungary,2016,1.9
Ninety-fifth percentile,Hungary,2017,1.9
Ninety-fifth percentile,Hungary,2018,2.0
Ninety-fifth percentile,Hungary,2019,1.8
Ninety-fifth percentile,Hungary,2020,1.8
Ninety-fifth percentile,Hungary,2021,1.8
Ninety-fifth percentile,Ireland,2003,2.1
Ninety-fifth percentile,Ireland,2004,2.0
Ninety-fifth percentile,Ireland,2005,1.9
Ninety-fifth percentile,Ireland,2006,2.0
Ninety-fifth percentile,Ireland,2007,2.0
Ninety-fifth percentile,Ireland,2008,1.9
Ninety-fifth percentile,Ireland,2009,1.8
Ninety-fifth percentile,Ireland,2010,1.9
Ninety-fifth percentile,Ireland,2011,2.0
Ninety-fifth percentile,Ireland,2012,2.1
Ninety-fifth percentile,Ireland,2013,2.0
Ninety-fifth percentile,Ireland,2014,2.0
Ninety-fifth percentile,Ireland,2015,2.0
Ninety-fifth percentile,Ireland,2016,1.9
Ninety-fifth percentile,Ireland,2017,2.0
Ninety-fifth percentile,Ireland,2018,1.5
Ninety-fifth percentile,Ireland,2019,1.9
Ninety-fifth percentile,Ireland,2020,1.8
Ninety-fifth percentile,Ireland,2021,1.8
Ninety-fifth percentile,Iceland,2004,1.7
Ninety-fifth percentile,Iceland,2005,1.8
Ninety-fifth percentile,Iceland,2006,1.8
Ninety-fifth percentile,Iceland,2007,1.8
Ninety-fifth percentile,Iceland,2008,1.8
Ninety-fifth percentile,Iceland,2009,1.8
Ninety-fifth percentile,Iceland,2010,1.8
Ninety-fifth percentile,Iceland,2011,1.7
Ninety-fifth percentile,Iceland,2012,1.8
Ninety-fifth percentile,Iceland,2013,1.8
Ninety-fifth percentile,Iceland,2014,1.7
Ninety-fifth percentile,Iceland,2015,1.8
Ninety-fifth percentile,Iceland,2016,1.7
Ninety-fifth percentile,Iceland,2017,1.8
Ninety-fifth percentile,Iceland,2018,1.7
Ninety-fifth percentile,Italy,2004,2.0
Ninety-fifth percentile,Italy,2005,2.0
Ninety-fifth percentile,Italy,2006,2.0
Ninety-fifth percentile,Italy,2007,2.0
Ninety-fifth percentile,Italy,2008,2.0
Ninety-fifth percentile,Italy,2009,2.0
Ninety-fifth percentile,Italy,2010,2.0
Ninety-fifth percentile,Italy,2011,2.0
Ninety-fifth percentile,Italy,2012,2.0
Ninety-fifth percentile,Italy,2013,2.0
Ninety-fifth percentile,Italy,2014,2.1
Ninety-fifth percentile,Italy,2015,2.0
Ninety-fifth percentile,Italy,2016,2.0
Ninety-fifth percentile,Italy,2017,2.0
Ninety-fifth percentile,Italy,2018,2.0
Ninety-fifth percentile,Italy,2019,2.1
Ninety-fifth percentile,Italy,2020,2.1
Ninety-fifth percentile,Italy,2021,2.2
Ninety-fifth percentile,Lithuania,2005,2.4
Ninety-fifth percentile,Lithuania,2006,2.2
Ninety-fifth percentile,Lithuania,2007,2.2
Ninety-fifth percentile,Lithuania,2008,2.2
Ninety-fifth percentile,Lithuania,2009,2.3
Ninety-fifth percentile,Lithuania,2010,2.3
Ninety-fifth percentile,Lithuania,2011,2.1
Ninety-fifth percentile,Lithuania,2012,2.0
Ninety-fifth percentile,Lithuania,2013,2.1
Ninety-fifth percentile,Lithuania,2014,2.2
Ninety-fifth percentile,Lithuania,2015,2.4
Ninety-fifth percentile,Lithuania,2016,2.5
Ninety-fifth percentile,Lithuania,2017,2.5
Ninety-fifth percentile,Lithuania,2018,2.3
Ninety-fifth percentile,Lithuania,2019,2.2
Ninety-fifth percentile,Lithuania,2020,2.2
Ninety-fifth percentile,Lithuania,2021,2.2
Ninety-fifth percentile,Luxembourg,2003,1.9
Ninety-fifth percentile,Luxembourg,2004,1.9
Ninety-fifth percentile,Luxembourg,2005,2.1
Ninety-fifth percentile,Luxembourg,2006,2.3
Ninety-fifth percentile,Luxembourg,2007,1.9
Ninety-fifth percentile,Luxembourg,2008,1.9
Ninety-fifth percentile,Luxembourg,2009,1.9
Ninety-fifth percentile,Luxembourg,2010,1.8
Ninety-fifth percentile,Luxembourg,2011,1.9
Ninety-fifth percentile,Luxembourg,2012,1.9
Ninety-fifth percentile,Luxembourg,2013,1.9
Ninety-fifth percentile,Luxembourg,2014,1.9
Ninety-fifth percentile,Luxembourg,2015,1.9
Ninety-fifth percentile,Luxembourg,2016,1.6
Ninety-fifth percentile,Luxembourg,2017,1.8
Ninety-fifth percentile,Luxembourg,2018,2.2
Ninety-fifth percentile,Luxembourg,2019,2.0
Ninety-fifth percentile,Luxembourg,2020,2.1
Ninety-fifth percentile,Luxembourg,2021,2.1
Ninety-fifth percentile,Latvia,2005,2.2
Ninety-fifth percentile,Latvia,2006,2.4
Ninety-fifth percentile,Latvia,2007,2.1
Ninety-fifth percentile,Latvia,2008,2.2
Ninety-fifth percentile,Latvia,2009,2.3
Ninety-fifth percentile,Latvia,2010,2.3
Ninety-fifth percentile,Latvia,2011,2.2
Ninety-fifth percentile,Latvia,2012,2.2
Ninety-fifth percentile,Latvia,2013,2.2
Ninety-fifth percentile,Latvia,2014,2.3
Ninety-fifth percentile,Latvia,2015,2.2
Ninety-fifth percentile,Latvia,2016,2.3
Ninety-fifth percentile,Latvia,2017,2.2
Ninety-fifth percentile,Latvia,2018,2.2
Ninety-fifth percentile,Latvia,2019,2.2
Ninety-fifth percentile,Latvia,2020,2.2
Ninety-fifth percentile,Latvia,2021,2.3
Ninety-fifth percentile,Montenegro,2013,2.2
Ninety-fifth percentile,Montenegro,2014,2.3
Ninety-fifth percentile,Montenegro,2015,2.2
Ninety-fifth percentile,Montenegro,2016,2.2
Ninety-fifth percentile,Montenegro,2017,2.2
Ninety-fifth percentile,Montenegro,2018,2.1
Ninety-fifth percentile,Montenegro,2019,2.2
Ninety-fifth percentile,Montenegro,2020,2.2
Ninety-fifth percentile,North Macedonia,2012,2.3
Ninety-fifth percentile,North Macedonia,2013,2.4
Ninety-fifth percentile,North Macedonia,2014,2.3
Ninety-fifth percentile,North Macedonia,2015,2.1
Ninety-fifth percentile,North Macedonia,2016,2.0
Ninety-fifth percentile,North Macedonia,2017,2.0
Ninety-fifth percentile,North Macedonia,2018,2.0
Ninety-fifth percentile,North Macedonia,2019,2.0
Ninety-fifth percentile,North Macedonia,2020,2.0
Ninety-fifth percentile,Malta,2005,1.9
Ninety-fifth percentile,Malta,2006,1.9
Ninety-fifth percentile,Malta,2007,1.8
Ninety-fifth percentile,Malta,2008,1.9
Ninety-fifth percentile,Malta,2009,2.0
Ninety-fifth percentile,Malta,2010,1.9
Ninety-fifth percentile,Malta,2011,1.9
Ninety-fifth percentile,Malta,2012,1.9
Ninety-fifth percentile,Malta,2013,2.0
Ninety-fifth percentile,Malta,2014,2.0
Ninety-fifth percentile,Malta,2015,1.9
Ninety-fifth percentile,Malta,2016,2.0
Ninety-fifth percentile,Malta,2017,1.9
Ninety-fifth percentile,Malta,2018,2.0
Ninety-fifth percentile,Malta,2019,2.0
Ninety-fifth percentile,Malta,2020,2.0
Ninety-fifth percentile,Malta,2021,2.0
Ninety-fifth percentile,Netherlands,2005,1.8
Ninety-fifth percentile,Netherlands,2006,1.8
Ninety-fifth percentile,Netherlands,2007,1.8
Ninety-fifth percentile,Netherlands,2008,1.9
Ninety-fifth percentile,Netherlands,2009,1.9
Ninety-fifth percentile,Netherlands,2010,1.8
Ninety-fifth percentile,Netherlands,2011,1.8
Ninety-fifth percentile,Netherlands,2012,1.8
Ninety-fifth percentile,Netherlands,2013,1.8
Ninety-fifth percentile,Netherlands,2014,1.8
Ninety-fifth percentile,Netherlands,2015,1.8
Ninety-fifth percentile,Netherlands,2016,1.9
Ninety-fifth percentile,Netherlands,2017,1.9
Ninety-fifth percentile,Netherlands,2018,1.8
Ninety-fifth percentile,Netherlands,2019,1.8
Ninety-fifth percentile,Netherlands,2020,1.8
Ninety-fifth percentile,Netherlands,2021,1.8
Ninety-fifth percentile,Norway,2003,1.6
Ninety-fifth percentile,Norway,2004,1.7
Ninety-fifth percentile,Norway,2005,1.6
Ninety-fifth percentile,Norway,2006,1.6
Ninety-fifth percentile,Norway,2007,1.7
Ninety-fifth percentile,Norway,2008,1.7
Ninety-fifth percentile,Norway,2009,1.7
Ninety-fifth percentile,Norway,2010,1.7
Ninety-fifth percentile,Norway,2011,1.7
Ninety-fifth percentile,Norway,2012,1.7
Ninety-fifth percentile,Norway,2013,1.7
Ninety-fifth percentile,Norway,2014,1.7
Ninety-fifth percentile,Norway,2015,1.7
Ninety-fifth percentile,Norway,2016,1.8
Ninety-fifth percentile,Norway,2017,1.7
Ninety-fifth percentile,Norway,2018,1.8
Ninety-fifth percentile,Norway,2019,1.8
Ninety-fifth percentile,Norway,2020,1.7
Ninety-fifth percentile,Poland,2005,2.2
Ninety-fifth percentile,Poland,2006,2.1
Ninety-fifth percentile,Poland,2007,2.1
Ninety-fifth percentile,Poland,2008,2.1
Ninety-fifth percentile,Poland,2009,2.0
Ninety-fifth percentile,Poland,2010,2.0
Ninety-fifth percentile,Poland,2011,2.0
Ninety-fifth percentile,Poland,2012,2.0
Ninety-fifth percentile,Poland,2013,2.1
Ninety-fifth percentile,Poland,2014,2.0
Ninety-fifth percentile,Poland,2015,2.0
Ninety-fifth percentile,Poland,2016,2.0
Ninety-fifth percentile,Poland,2017,2.0
Ninety-fifth percentile,Poland,2018,1.9
Ninety-fifth percentile,Poland,2019,1.9
Ninety-fifth percentile,Poland,2020,1.9
Ninety-fifth percentile,Poland,2021,1.9
Ninety-fifth percentile,Portugal,2004,2.4
Ninety-fifth percentile,Portugal,2005,2.5
Ninety-fifth percentile,Portugal,2006,2.3
Ninety-fifth percentile,Portugal,2007,2.4
Ninety-fifth percentile,Portugal,2008,2.4
Ninety-fifth percentile,Portugal,2009,2.3
Ninety-fifth percentile,Portugal,2010,2.3
Ninety-fifth percentile,Portugal,2011,2.3
Ninety-fifth percentile,Portugal,2012,2.2
Ninety-fifth percentile,Portugal,2013,2.2
Ninety-fifth percentile,Portugal,2014,2.3
Ninety-fifth percentile,Portugal,2015,2.2
Ninety-fifth percentile,Portugal,2016,2.2
Ninety-fifth percentile,Portugal,2017,2.2
Ninety-fifth percentile,Portugal,2018,2.1
Ninety-fifth percentile,Portugal,2019,2.1
Ninety-fifth percentile,Portugal,2020,2.1
Ninety-fifth percentile,Portugal,2021,2.2
Ninety-fifth percentile,Romania,2007,2.3
Ninety-fifth percentile,Romania,2008,2.2
Ninety-fifth percentile,Romania,2009,2.2
Ninety-fifth percentile,Romania,2010,2.1
Ninety-fifth percentile,Romania,2011,2.1
Ninety-fifth percentile,Romania,2012,2.1
Ninety-fifth percentile,Romania,2013,2.2
Ninety-fifth percentile,Romania,2014,2.1
Ninety-fifth percentile,Romania,2015,2.0
Ninety-fifth percentile,Romania,2016,2.1
Ninety-fifth percentile,Romania,2017,2.0
Ninety-fifth percentile,Romania,2018,2.2
Ninety-fifth percentile,Romania,2019,2.3
Ninety-fifth percentile,Romania,2020,2.0
Ninety-fifth percentile,Romania,2021,2.2
Ninety-fifth percentile,Serbia,2013,2.3
Ninety-fifth percentile,Serbia,2014,2.2
Ninety-fifth percentile,Serbia,2015,2.2
Ninety-fifth percentile,Serbia,2016,2.1
Ninety-fifth percentile,Serbia,2017,2.2
Ninety-fifth percentile,Serbia,2018,1.9
Ninety-fifth percentile,Serbia,2019,1.9
Ninety-fifth percentile,Serbia,2020,2.2
Ninety-fifth percentile,Sweden,2004,1.7
Ninety-fifth percentile,Sweden,2005,1.7
Ninety-fifth percentile,Sweden,2006,1.7
Ninety-fifth percentile,Sweden,2007,1.7
Ninety-fifth percentile,Sweden,2008,1.7
Ninety-fifth percentile,Sweden,2009,1.7
Ninety-fifth percentile,Sweden,2010,1.7
Ninety-fifth percentile,Sweden,2011,1.8
Ninety-fifth percentile,Sweden,2012,1.8
Ninety-fifth percentile,Sweden,2013,1.8
Ninety-fifth percentile,Sweden,2014,1.8
Ninety-fifth percentile,Sweden,2015,1.8
Ninety-fifth percentile,Sweden,2016,1.8
Ninety-fifth percentile,Sweden,2017,1.7
Ninety-fifth percentile,Sweden,2018,1.8
Ninety-fifth percentile,Sweden,2019,1.8
Ninety-fifth percentile,Sweden,2020,1.8
Ninety-fifth percentile,Sweden,2021,1.8
Ninety-fifth percentile,Slovenia,2005,1.8
Ninety-fifth percentile,Slovenia,2006,1.7
Ninety-fifth percentile,Slovenia,2007,1.8
Ninety-fifth percentile,Slovenia,2008,1.8
Ninety-fifth percentile,Slovenia,2009,1.7
Ninety-fifth percentile,Slovenia,2010,1.7
Ninety-fifth percentile,Slovenia,2011,1.7
Ninety-fifth percentile,Slovenia,2012,1.7
Ninety-fifth percentile,Slovenia,2013,1.8
Ninety-fifth percentile,Slovenia,2014,1.8
Ninety-fifth percentile,Slovenia,2015,1.8
Ninety-fifth percentile,Slovenia,2016,1.8
Ninety-fifth percentile,Slovenia,2017,1.7
Ninety-fifth percentile,Slovenia,2018,1.7
Ninety-fifth percentile,Slovenia,2019,1.7
Ninety-fifth percentile,Slovenia,2020,1.7
Ninety-fifth percentile,Slovenia,2021,1.7
Ninety-fifth percentile,Slovakia,2005,1.8
Ninety-fifth percentile,Slovakia,2006,1.7
Ninety-fifth percentile,Slovakia,2007,1.7
Ninety-fifth percentile,Slovakia,2008,1.8
Ninety-fifth percentile,Slovakia,2009,1.8
Ninety-fifth percentile,Slovakia,2010,1.8
Ninety-fifth percentile,Slovakia,2011,1.8
Ninety-fifth percentile,Slovakia,2012,1.8
Ninety-fifth percentile,Slovakia,2013,1.7
Ninety-fifth percentile,Slovakia,2014,1.9
Ninety-fifth percentile,Slovakia,2015,1.7
Ninety-fifth percentile,Slovakia,2016,1.7
Ninety-fifth percentile,Slovakia,2017,1.7
Ninety-fifth percentile,Slovakia,2018,1.6
Ninety-fifth percentile,Slovakia,2019,1.7
Ninety-fifth percentile,Slovakia,2020,1.6
Ninety-fifth percentile,Türkiye,2006,2.6
Ninety-fifth percentile,Türkiye,2007,2.4
Ninety-fifth percentile,Türkiye,2008,2.4
Ninety-fifth percentile,Türkiye,2009,2.5
Ninety-fifth percentile,Türkiye,2010,2.5
Ninety-fifth percentile,Türkiye,2011,2.5
Ninety-fifth percentile,Türkiye,2012,2.5
Ninety-fifth percentile,Türkiye,2013,2.5
Ninety-fifth percentile,Türkiye,2014,2.5
Ninety-fifth percentile,Türkiye,2015,2.6
Ninety-fifth percentile,Türkiye,2016,2.5
Ninety-fifth percentile,Türkiye,2017,2.4
Ninety-fifth percentile,Türkiye,2018,2.4
Ninety-fifth percentile,Türkiye,2019,2.3
Ninety-fifth percentile,Türkiye,2020,2.4
Ninety-fifth percentile,United Kingdom,2005,2.1
Ninety-fifth percentile,United Kingdom,2006,2.0
Ninety-fifth percentile,United Kingdom,2007,2.1
Ninety-fifth percentile,United Kingdom,2008,2.0
Ninety-fifth percentile,United Kingdom,2009,2.1
Ninety-fifth percentile,United Kingdom,2010,2.1
Ninety-fifth percentile,United Kingdom,2011,2.0
Ninety-fifth percentile,United Kingdom,2012,2.0
Ninety-fifth percentile,United Kingdom,2013,2.0
Ninety-fifth percentile,United Kingdom,2014,2.0
Ninety-fifth percentile,United Kingdom,2015,2.0
Ninety-fifth percentile,United Kingdom,2016,2.0
Ninety-fifth percentile,United Kingdom,2017,2.1
Ninety-fifth percentile,United Kingdom,2018,2.1
Ninety-fifth percentile,Kosovo (under United Nations Security Council Resolution 1244/99),2018,2.5
Ninety-sixth percentile,Albania,2017,2.5
Ninety-sixth percentile,Albania,2018,2.3
Ninety-sixth percentile,Albania,2019,2.5
Ninety-sixth percentile,Albania,2020,2.3
Ninety-sixth percentile,Austria,2003,2.0
Ninety-sixth percentile,Austria,2004,1.9
Ninety-sixth percentile,Austria,2005,2.0
Ninety-sixth percentile,Austria,2006,1.9
Ninety-sixth percentile,Austria,2007,1.9
Ninety-sixth percentile,Austria,2008,2.0
Ninety-sixth percentile,Austria,2009,1.9
Ninety-sixth percentile,Austria,2010,2.1
Ninety-sixth percentile,Austria,2011,2.0
Ninety-sixth percentile,Austria,2012,2.0
Ninety-sixth percentile,Austria,2013,2.0
Ninety-sixth percentile,Austria,2014,2.0
Ninety-sixth percentile,Austria,2015,2.0
Ninety-sixth percentile,Austria,2016,1.9
Ninety-sixth percentile,Austria,2017,2.0
Ninety-sixth percentile,Austria,2018,2.0
Ninety-sixth percentile,Austria,2019,1.9
Ninety-sixth percentile,Austria,2020,2.0
Ninety-sixth percentile,Austria,2021,1.9
Ninety-sixth percentile,Belgium,2003,2.0
Ninety-sixth percentile,Belgium,2004,2.0
Ninety-sixth percentile,Belgium,2005,1.8
Ninety-sixth percentile,Belgium,2006,1.9
Ninety-sixth percentile,Belgium,2007,1.9
Ninety-sixth percentile,Belgium,2008,1.9
Ninety-sixth percentile,Belgium,2009,1.8
Ninety-sixth percentile,Belgium,2010,1.9
Ninety-sixth percentile,Belgium,2011,1.9
Ninety-sixth percentile,Belgium,2012,1.9
Ninety-sixth percentile,Belgium,2013,1.9
Ninety-sixth percentile,Belgium,2014,1.9
Ninety-sixth percentile,Belgium,2015,1.9
Ninety-sixth percentile,Belgium,2016,1.9
Ninety-sixth percentile,Belgium,2017,1.9
Ninety-sixth percentile,Belgium,2018,1.8
Ninety-sixth percentile,Belgium,2019,1.8
Ninety-sixth percentile,Belgium,2020,1.8
Ninety-sixth percentile,Belgium,2021,1.7
Ninety-sixth percentile,Bulgaria,2006,2.2
Ninety-sixth percentile,Bulgaria,2007,2.2
Ninety-sixth percentile,Bulgaria,2008,2.5
Ninety-sixth percentile,Bulgaria,2009,2.3
Ninety-sixth percentile,Bulgaria,2010,2.2
Ninety-sixth percentile,Bulgaria,2011,2.4
Ninety-sixth percentile,Bulgaria,2012,2.3
Ninety-sixth percentile,Bulgaria,2013,2.3
Ninety-sixth percentile,Bulgaria,2014,2.4
Ninety-sixth percentile,Bulgaria,2015,2.7
Ninety-sixth percentile,Bulgaria,2016,2.3
Ninety-sixth percentile,Bulgaria,2017,2.4
Ninety-sixth percentile,Bulgaria,2018,2.4
Ninety-sixth percentile,Bulgaria,2019,2.4
Ninety-sixth percentile,Bulgaria,2020,2.6
Ninety-sixth percentile,Bulgaria,2021,2.4
Ninety-sixth percentile,Switzerland,2007,2.1
Ninety-sixth percentile,Switzerland,2008,2.1
Ninety-sixth percentile,Switzerland,2009,2.1
Ninety-sixth percentile,Switzerland,2010,2.1
Ninety-sixth percentile,Switzerland,2011,2.0
Ninety-sixth percentile,Switzerland,2012,2.0
Ninety-sixth percentile,Switzerland,2013,2.0
Ninety-sixth percentile,Switzerland,2014,2.1
Ninety-sixth percentile,Switzerland,2015,2.1
Ninety-sixth percentile,Switzerland,2016,2.0
Ninety-sixth percentile,Switzerland,2017,2.0
Ninety-sixth percentile,Switzerland,2018,2.1
Ninety-sixth percentile,Switzerland,2019,2.0
Ninety-sixth percentile,Switzerland,2020,2.1
Ninety-sixth percentile,Cyprus,2005,2.1
Ninety-sixth percentile,Cyprus,2006,2.1
Ninety-sixth percentile,Cyprus,2007,2.0
Ninety-sixth percentile,Cyprus,2008,2.0
Ninety-sixth percentile,Cyprus,2009,2.0
Ninety-sixth percentile,Cyprus,2010,2.1
Ninety-sixth percentile,Cyprus,2011,2.0
Ninety-sixth percentile,Cyprus,2012,2.1
Ninety-sixth percentile,Cyprus,2013,2.2
Ninety-sixth percentile,Cyprus,2014,2.3
Ninety-sixth percentile,Cyprus,2015,2.1
Ninety-sixth percentile,Cyprus,2016,2.1
Ninety-sixth percentile,Cyprus,2017,2.2
Ninety-sixth percentile,Cyprus,2018,2.0
Ninety-sixth percentile,Cyprus,2019,2.0
Ninety-sixth percentile,Cyprus,2020,2.1
Ninety-sixth percentile,Cyprus,2021,2.1
Ninety-sixth percentile,Czechia,2005,1.9
Ninety-sixth percentile,Czechia,2006,1.9
Ninety-sixth percentile,Czechia,2007,1.9
Ninety-sixth percentile,Czechia,2008,1.9
Ninety-sixth percentile,Czechia,2009,1.9
Ninety-sixth percentile,Czechia,2010,1.9
Ninety-sixth percentile,Czechia,2011,2.0
Ninety-sixth percentile,Czechia,2012,2.0
Ninety-sixth percentile,Czechia,2013,2.0
Ninety-sixth percentile,Czechia,2014,1.9
Ninety-sixth percentile,Czechia,2015,2.0
Ninety-sixth percentile,Czechia,2016,1.9
Ninety-sixth percentile,Czechia,2017,1.9
Ninety-sixth percentile,Czechia,2018,1.9
Ninety-sixth percentile,Czechia,2019,1.9
Ninety-sixth percentile,Czechia,2020,1.9
Ninety-sixth percentile,Czechia,2021,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2005,1.9
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2006,1.9
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2007,2.1
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2008,2.1
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2009,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2010,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2011,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2012,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2013,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2014,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2015,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2016,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2017,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2018,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2019,2.0
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2020,2.1
Ninety-sixth percentile,Germany (until 1990 former territory of the FRG),2021,2.1
Ninety-sixth percentile,Denmark,2003,1.7
Ninety-sixth percentile,Denmark,2004,1.8
Ninety-sixth percentile,Denmark,2005,1.8
Ninety-sixth percentile,Denmark,2006,1.7
Ninety-sixth percentile,Denmark,2007,1.7
Ninety-sixth percentile,Denmark,2008,1.8
Ninety-sixth percentile,Denmark,2009,1.8
Ninety-sixth percentile,Denmark,2010,1.8
Ninety-sixth percentile,Denmark,2011,1.8
Ninety-sixth percentile,Denmark,2012,1.8
Ninety-sixth percentile,Denmark,2013,1.8
Ninety-sixth percentile,Denmark,2014,1.9
Ninety-sixth percentile,Denmark,2015,1.9
Ninety-sixth percentile,Denmark,2016,1.8
Ninety-sixth percentile,Denmark,2017,1.8
Ninety-sixth percentile,Denmark,2018,1.9
Ninety-sixth percentile,Denmark,2019,1.9
Ninety-sixth percentile,Denmark,2020,1.8
Ninety-sixth percentile,Denmark,2021,1.9
Ninety-sixth percentile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,2.1
Ninety-sixth percentile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,2.1
Ninety-sixth percentile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,2.1
Ninety-sixth percentile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,2.1
Ninety-sixth percentile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,2.1
Ninety-sixth percentile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,2.1
Ninety-sixth percentile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,2.1
