quantile,country,year,rel_income,code,num,original,normalized
Ninety-fifth percentile,Finland,2018,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Finland,2019,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Finland,2020,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Finland,2021,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2004,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2005,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2006,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2007,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2008,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2009,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2010,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2011,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2012,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2013,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2014,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2015,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2016,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2017,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2018,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2019,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2020,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,France,2021,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2010,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2011,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2012,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2013,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2014,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2015,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2016,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2017,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2018,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2019,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2020,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Croatia,2021,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2005,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2006,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2007,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2008,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2009,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2010,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2011,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2012,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2013,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2014,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2015,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2016,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2017,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2018,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2019,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2020,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Hungary,2021,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2003,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2004,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2005,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2006,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2007,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2008,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2009,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2010,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2011,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2012,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2013,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2014,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2015,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2016,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2017,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2018,1.5,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2019,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2020,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Ireland,2021,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2004,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2005,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2006,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2007,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2008,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2009,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2010,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2011,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2012,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2013,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2014,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2015,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2016,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2017,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Iceland,2018,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2004,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2005,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2006,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2007,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2008,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2009,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2010,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2011,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2012,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2013,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2014,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2015,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2016,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2017,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2018,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2019,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2020,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Italy,2021,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2005,2.4,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2006,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2007,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2008,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2009,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2010,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2011,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2012,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2013,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2014,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2015,2.4,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2016,2.5,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2017,2.5,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2018,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2019,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2020,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Lithuania,2021,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2003,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2004,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2005,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2006,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2007,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2008,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2009,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2010,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2011,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2012,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2013,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2014,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2015,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2016,1.6,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2017,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2018,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2019,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2020,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Luxembourg,2021,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2005,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2006,2.4,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2007,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2008,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2009,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2010,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2011,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2012,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2013,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2014,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2015,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2016,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2017,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2018,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2019,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2020,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Latvia,2021,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Montenegro,2013,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Montenegro,2014,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Montenegro,2015,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Montenegro,2016,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Montenegro,2017,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Montenegro,2018,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Montenegro,2019,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Montenegro,2020,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,North Macedonia,2012,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,North Macedonia,2013,2.4,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,North Macedonia,2014,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,North Macedonia,2015,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,North Macedonia,2016,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,North Macedonia,2017,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,North Macedonia,2018,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,North Macedonia,2019,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,North Macedonia,2020,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2005,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2006,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2007,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2008,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2009,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2010,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2011,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2012,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2013,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2014,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2015,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2016,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2017,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2018,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2019,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2020,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Malta,2021,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2005,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2006,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2007,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2008,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2009,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2010,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2011,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2012,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2013,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2014,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2015,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2016,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2017,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2018,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2019,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2020,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Netherlands,2021,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2003,1.6,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2004,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2005,1.6,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2006,1.6,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2007,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2008,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2009,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2010,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2011,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2012,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2013,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2014,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2015,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2016,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2017,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2018,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2019,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Norway,2020,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2005,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2006,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2007,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2008,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2009,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2010,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2011,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2012,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2013,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2014,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2015,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2016,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2017,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2018,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2019,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2020,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Poland,2021,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2004,2.4,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2005,2.5,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2006,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2007,2.4,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2008,2.4,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2009,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2010,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2011,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2012,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2013,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2014,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2015,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2016,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2017,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2018,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2019,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2020,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Portugal,2021,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2007,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2008,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2009,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2010,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2011,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2012,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2013,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2014,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2015,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2016,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2017,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2018,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2019,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2020,2.0,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Romania,2021,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Serbia,2013,2.3,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Serbia,2014,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Serbia,2015,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Serbia,2016,2.1,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Serbia,2017,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Serbia,2018,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Serbia,2019,1.9,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Serbia,2020,2.2,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2004,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2005,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2006,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2007,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2008,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2009,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2010,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2011,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2012,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2013,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2014,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2015,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2016,1.8,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2017,1.7,P,95,P95:Ninety-fifth percentile,0.95
Ninety-fifth percentile,Sweden,2018,1.8,P,95,P95:Ninety-fifth percentile,0.95
